58,1
21,2
83,19
10,4
28,5
6,6
17,4
1,6
22,12
18,8
24,2
7,10
27,4
26,8
0,8
16,3
3,2
11,1
95,1
30,1
29,6
31,4
20,1
2,1
93,1
36,1
55,1
82,1
